"trail_name","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"Dog Mountain","tot_wildlife",-0.0163194869322738,0.0183712580302998,-0.888316244067662,0.380267751875102,-0.0535781251339887,0.0209391512694411
"Dog Mountain","tot_bear",0.0125989428586919,0.14489407405526,0.0869527821675228,0.93119090366825,-0.281259859510397,0.306457745227781
"Dog Mountain","year_month_sin12_K1",-0.0110981819105607,0.0615236843222618,-0.180388772759907,0.857859020113843,-0.135873997002755,0.113677633181634
"Dog Mountain","year_month_cos12_K1",0.0837620851847523,0.0921126938126171,0.909343562952872,0.369216911033261,-0.103051116550766,0.27057528692027
"Dog Mountain","year_month_sin12_K2",-0.115125360771458,0.0743676271254616,-1.5480574709912,0.130355587195532,-0.265949899211758,0.0356991776688413
"Dog Mountain","year_month_cos12_K2",0.041078471257379,0.0590581108917941,0.695560197186847,0.49117028846118,-0.0786969291515068,0.160853871666265
"Hamilton Mountain","(Intercept)",4.71137815836561,1.30129181950904,3.62053928852265,0.000946392733819985,2.0668350031483,7.35592131358292
"Hamilton Mountain","med_suffer_index",-0.468791878362886,0.602398153171784,-0.778209355215606,0.441827848698086,-1.69301221756938,0.755428460843605
"Hamilton Mountain","tot_sunny",-0.030453271730642,0.0341771666700102,-0.891041437831188,0.379169342748962,-0.0999096310398067,0.0390030875785227
"Hamilton Mountain","tot_cloudy",0.0874724336256664,0.0503721495774567,1.73652374098431,0.091525580993245,-0.0148960907756508,0.189840958026984
"Hamilton Mountain","tot_rainy",-0.0438093373919744,0.0599180698245526,-0.731154016146607,0.4696943411683,-0.165577505801837,0.0779588310178882
"Hamilton Mountain","tot_snowy",-0.243794543724664,0.198185398027278,-1.23013373412661,0.227090809929507,-0.646555730692546,0.158966643243218
"Hamilton Mountain","tot_wildlife",-0.022910187519179,0.030669441876496,-0.747003731317869,0.46019628882104,-0.085237992376527,0.0394176173381689
"Hamilton Mountain","tot_bear",-0.36067414712619,0.173536507220583,-2.07837620396345,0.0452924553878081,-0.713342761091394,-0.00800553316098651
"Hamilton Mountain","year_month_sin12_K1",-0.102363489430053,0.073039101467938,-1.4014888925624,0.170130806638074,-0.25079680235377,0.0460698234936633
"Hamilton Mountain","year_month_cos12_K1",-0.0519671859744854,0.157745936100863,-0.329435973179414,0.743847136333093,-0.372545498482647,0.268611126533676
"Hamilton Mountain","year_month_sin12_K2",0.10854621604712,0.0723486249743982,1.50032175574216,0.142760947859312,-0.0384838798137875,0.255576311908028
"Hamilton Mountain","year_month_cos12_K2",0.152361312624825,0.125780254667859,1.21132933803606,0.234121474880123,-0.103254919304516,0.407977544554166
"Larch Mountain","(Intercept)",3.21111946401849,0.758231130207236,4.23501401629453,0.000164287910082413,1.67020841286106,4.75203051517591
"Larch Mountain","med_suffer_index",0.110187090001357,0.31554340492976,0.349197886185848,0.729094266874127,-0.531074262118565,0.75144844212128
"Larch Mountain","tot_sunny",0.0173519622566303,0.0349110561817117,0.497033437381944,0.622364373705184,-0.0535958399831356,0.0882997644963962
"Larch Mountain","tot_cloudy",-0.021793445289421,0.0332024191970589,-0.656381246200021,0.51599695567939,-0.0892688793987091,0.0456819888198671
"Larch Mountain","tot_rainy",0.144949418020918,0.0561028235518086,2.58363855585742,0.0142480952557355,0.0309347629005346,0.258964073141302
"Larch Mountain","tot_snowy",-0.0817236975639507,0.141151377036793,-0.578979102291354,0.566419580479823,-0.368577808529608,0.205130413401706
"Larch Mountain","tot_wildlife",-0.0359807258987725,0.0264862186178408,-1.35846971656937,0.183260347299649,-0.0898071982574681,0.0178457464599232
"Larch Mountain","tot_bear",0.159232307064121,0.118898188729063,1.3392324035059,0.189379738228058,-0.0823978841483392,0.400862498276582
"Larch Mountain","year_month_sin12_K1",0.204791105100523,0.0741419603323359,2.76214850784309,0.00919549543409425,0.0541165133050814,0.355465696895965
"Larch Mountain","year_month_cos12_K1",-0.335069470741323,0.120279236507002,-2.78576319963436,0.00866896794291785,-0.579506288717605,-0.0906326527650411
"Larch Mountain","year_month_sin12_K2",0.0964367707069316,0.0962039324095007,1.00242025758822,0.3232218594842,-0.0990731427070492,0.291946684120912
"Larch Mountain","year_month_cos12_K2",-0.140976952953275,0.0846570406528089,-1.66527145133082,0.105048248224504,-0.313020758995033,0.0310668530884824
"McNeil Point","(Intercept)",6.23646614212632,0.854694613053909,7.29671867223172,2.70846174744795e-08,4.49551018632109,7.97742209793156
"McNeil Point","med_suffer_index",-0.923377162173918,0.316557098473278,-2.91693715486801,0.00641379519483343,-1.56818287116312,-0.278571453184715
"McNeil Point","tot_sunny",-0.0410558114436582,0.0420696554491849,-0.975900824603821,0.336433842387161,-0.126748895375981,0.0446372724886645
"McNeil Point","tot_cloudy",-0.0401700922294111,0.0359078062693231,-1.11870081753586,0.271595555207141,-0.113311900109901,0.0329717156510787
"McNeil Point","tot_rainy",0.0135835726624024,0.0584927844171838,0.232226466866772,0.817840927094237,-0.105562330268783,0.132729475593588
"McNeil Point","tot_snowy",-0.0470119472077523,0.0499883485421966,-0.940458098312014,0.354028209433382,-0.148834881137858,0.0548109867223531
"McNeil Point","tot_wildlife",0.0331984897090696,0.0406035522500038,0.817625253688648,0.419617648822146,-0.0495082397318875,0.115905219150027
"McNeil Point","tot_bear",-0.1204843119549,0.418409647777319,-0.287957776774361,0.775235908774198,-0.972756874737918,0.731788250828118
"McNeil Point","year_month_sin12_K1",0.151163555906658,0.170015983036415,0.88911379510879,0.380577228525655,-0.195147668861362,0.497474780674678
"McNeil Point","year_month_cos12_K1",0.122281555842569,0.193496246947245,0.631958282249827,0.531903487248174,-0.271857401398664,0.516420513083802
"McNeil Point","year_month_sin12_K2",0.0823961820314158,0.114811979909559,0.717661885948852,0.478172525522672,-0.151468168075036,0.316260532137868
"McNeil Point","year_month_cos12_K2",-0.081456121245536,0.135857021763957,-0.599572404781998,0.553013233290259,-0.358187818819725,0.195275576328653
"Mt Defiance via Starvation Creek Trail","(Intercept)",3.59352112310403,1.0061304043437,3.57162561392634,0.00105605443946976,1.55096781239216,5.6360744338159
"Mt Defiance via Starvation Creek Trail","med_suffer_index",-0.0140886711176398,0.278069950480824,-0.0506659245030916,0.959879783113616,-0.57860068219694,0.550423339961661
"Mt Defiance via Starvation Creek Trail","tot_sunny",0.00172897750248445,0.027990673605262,0.061769771134033,0.95109757571526,-0.0550951109006255,0.0585530659055944
"Mt Defiance via Starvation Creek Trail","tot_cloudy",-0.00480316370394909,0.0343235187117424,-0.139937975016119,0.889511207266245,-0.0744836111661063,0.0648772837582081
"Mt Defiance via Starvation Creek Trail","tot_rainy",-0.0850432907126265,0.055647142680217,-1.52825979226531,0.13543613925295,-0.198012996252213,0.0279264148269599
"Mt Defiance via Starvation Creek Trail","tot_snowy",-0.0398193414012285,0.0353008566560967,-1.12799929444068,0.266993540739725,-0.111483890372799,0.0318452075703423
"Mt Defiance via Starvation Creek Trail","tot_wildlife",0.028964588290726,0.0313362546534928,0.924315576670154,0.36165117216203,-0.0346513907230015,0.0925805673044535
"Mt Defiance via Starvation Creek Trail","tot_bear",0.0166299323261872,0.240721461165612,0.0690837129587964,0.945316177852417,-0.472060614486129,0.505320479138503
"Mt Defiance via Starvation Creek Trail","year_month_sin12_K1",0.172313482420665,0.0992691014001602,1.73582192233269,0.0913927722254918,-0.0292135073620877,0.373840472203417
"Mt Defiance via Starvation Creek Trail","year_month_cos12_K1",0.117941139476481,0.127286033054425,0.92658351153148,0.360488436380891,-0.140463245382842,0.376345524335804
"Mt Defiance via Starvation Creek Trail","year_month_sin12_K2",-0.167202023952981,0.0839547879783306,-1.99157222570959,0.054267035541153,-0.337639304642366,0.00323525673640479
"Mt Defiance via Starvation Creek Trail","year_month_cos12_K2",-0.116832640184891,0.093469550025654,-1.24995402409474,0.219609848909698,-0.306585914741963,0.0729206343721815
"Mt. St Helens Summit via Ptarmigan Trail","(Intercept)",4.74621041939346,1.4694327902514,3.22996087393793,0.00274591953900892,1.75996369959364,7.73245713919329
"Mt. St Helens Summit via Ptarmigan Trail","med_suffer_index",-0.423194663892924,0.419286874604891,-1.00932008494593,0.319950567571425,-1.2752881126377,0.428898784851852
"Mt. St Helens Summit via Ptarmigan Trail","tot_sunny",0.0673495543961567,0.0708058669287832,0.95118607140136,0.348223108529201,-0.0765452798973439,0.211244388689657
"Mt. St Helens Summit via Ptarmigan Trail","tot_cloudy",0.0167742056441089,0.0380331190046431,0.441042072885506,0.661974457782138,-0.0605183916253044,0.0940668029135223
"Mt. St Helens Summit via Ptarmigan Trail","tot_rainy",0.0146033651537161,0.0450915577722693,0.323860293926173,0.748027662548137,-0.0770337055455609,0.106240435852993
"Mt. St Helens Summit via Ptarmigan Trail","tot_snowy",-0.00936812026174788,0.0288554131102189,-0.324657291370756,0.74742961300025,-0.0680093751190848,0.049273134595589
"Mt. St Helens Summit via Ptarmigan Trail","tot_wildlife",-0.0184285230297263,0.0310799440064766,-0.592939389655465,0.557145427966003,-0.0815905685867906,0.044733522527338
"Mt. St Helens Summit via Ptarmigan Trail","tot_bear",0.0828202717579155,0.219315698616274,0.377630385241242,0.708052390644541,-0.362882852562186,0.528523396078017
"Mt. St Helens Summit via Ptarmigan Trail","year_month_sin12_K1",-0.132688076118854,0.106164155271449,-1.24983875941542,0.219893420230393,-0.34843959775561,0.0830634455179025
"Mt. St Helens Summit via Ptarmigan Trail","year_month_cos12_K1",0.075285660547248,0.130803429411557,0.57556335400329,0.568700472242417,-0.190538890674315,0.341110211768812
"Mt. St Helens Summit via Ptarmigan Trail","year_month_sin12_K2",0.00934669927306509,0.103829765339353,0.0900194587025864,0.92879997387802,-0.201660771241581,0.220354169787711
"Mt. St Helens Summit via Ptarmigan Trail","year_month_cos12_K2",0.173206226554466,0.0873715923140213,1.98240894971843,0.0555616726422202,-0.00435421219605045,0.350766665304982
"Nesmith Point Trail","(Intercept)",5.96185902368153,1.4752106939404,4.0413610395929,0.000299137809892206,2.96052029989893,8.96319774746412
"Nesmith Point Trail","med_suffer_index",-0.771380522662556,0.542786792876611,-1.42114829024204,0.164655157799743,-1.87568855602349,0.332927510698375
"Nesmith Point Trail","tot_sunny",-0.159675417409715,0.0830540236583477,-1.92254884683924,0.0632037370596071,-0.328650099057343,0.00929926423791266
"Nesmith Point Trail","tot_cloudy",-0.0289025122190844,0.0564959040415566,-0.511585976176691,0.612347267044361,-0.143844293234861,0.0860392687966924
"Nesmith Point Trail","tot_rainy",-0.0474383917216801,0.0871160931110486,-0.544542231263854,0.589729505762064,-0.224677415810129,0.129800632366769
"Nesmith Point Trail","tot_snowy",-0.16781062879391,0.167977050639227,-0.999009258439269,0.325059648704152,-0.50956250793984,0.17394125035202
"Nesmith Point Trail","tot_wildlife",-0.00652812358625344,0.0583438035408992,-0.111890606886423,0.911587974525572,-0.125229484401592,0.112173237229085
"Nesmith Point Trail","tot_bear",0.583285434085806,0.46371790322943,1.25784540563063,0.217275861644531,-0.3601557337356,1.52672660190721
"Nesmith Point Trail","year_month_sin12_K1",-0.176973260809122,0.110681152199477,-1.59894667964939,0.119364551705974,-0.402155758098276,0.0482092364800321
"Nesmith Point Trail","year_month_cos12_K1",-0.281786913050121,0.19209584728225,-1.46690788497935,0.151867218193243,-0.672608852922351,0.109035026822108
"Nesmith Point Trail","year_month_sin12_K2",-0.122641228991746,0.116093045789027,-1.05640461199216,0.29845607968473,-0.358834306577009,0.113551848593517
"Nesmith Point Trail","year_month_cos12_K2",0.0123674046070907,0.119416542977082,0.103565254015637,0.918141211305791,-0.230587378848298,0.25532218806248
"Ramona Falls","(Intercept)",1.53283575079731,1.38576716286871,1.10612792095907,0.276669971605993,-1.28652874076205,4.35220024235668
"Ramona Falls","med_suffer_index",1.13826048063198,0.754505163838896,1.50861854256974,0.140911792049336,-0.396791817202771,2.67331277846673
"Ramona Falls","tot_sunny",0.00767608363988031,0.0358041117044633,0.214391120864574,0.831561368646297,-0.0651679293344351,0.0805200966141957
"Ramona Falls","tot_cloudy",-0.00738243329791634,0.0387191354464743,-0.190666274254028,0.849955222407328,-0.0861571066677812,0.0713922400719485
"Ramona Falls","tot_rainy",0.0358898410841498,0.0492887423802056,0.728154936624294,0.471654367363874,-0.064388859280418,0.136168541448718
"Ramona Falls","tot_snowy",-0.117246696442469,0.216554591217772,-0.541418659300388,0.591855850572763,-0.557830325007914,0.323336932122975
"Ramona Falls","tot_wildlife",-0.0105666336610856,0.0396208238677616,-0.266693940952687,0.791364320307691,-0.0911758059175924,0.0700425385954211
"Ramona Falls","tot_bear",0.109601962783187,0.215481705637111,0.508636974350697,0.614390588781373,-0.328798863655989,0.548002789222364
"Ramona Falls","year_month_sin12_K1",0.0618895967510995,0.10068640914328,0.614676769960369,0.542983560669172,-0.142958442896147,0.266737636398346
"Ramona Falls","year_month_cos12_K1",-0.169337639958084,0.196268585709396,-0.86278524576935,0.394482717031775,-0.568649079992596,0.229973800076429
"Ramona Falls","year_month_sin12_K2",-0.00138628312757413,0.106808475137404,-0.0129791491339122,0.989722579769673,-0.21868975969186,0.215917193436712
"Ramona Falls","year_month_cos12_K2",-0.0360568195552889,0.11928619127991,-0.302271530077442,0.764342082606741,-0.278746400488734,0.206632761378156
"Silver Star Mountain via South Ridge","(Intercept)",7.38316229491623,1.58870300559796,4.64728918425968,4.90026487752226e-05,4.15452933485322,10.6117952549792
"Silver Star Mountain via South Ridge","med_suffer_index",-1.689616442247,0.582767179548611,-2.89929924254779,0.0065081267740864,-2.87394184309524,-0.505291041398762
"Silver Star Mountain via South Ridge","tot_sunny",0.109165570144034,0.0777383611818623,1.40426899261035,0.169308300635187,-0.0488177875311636,0.267148927819231
"Silver Star Mountain via South Ridge","tot_cloudy",0.152877731180809,0.0664475703799747,2.30072717943773,0.0276672614407071,0.0178400211186032,0.287915441243016
"Silver Star Mountain via South Ridge","tot_rainy",0.0815573613819268,0.0942519501873874,0.865312189506724,0.392932243538157,-0.109985646878878,0.273100369642732
"Silver Star Mountain via South Ridge","tot_snowy",0.659517789624874,0.369327459509528,1.78572638628258,0.0830661749356881,-0.0910459121036256,1.41008149135337
"Silver Star Mountain via South Ridge","tot_wildlife",0.00611488874986724,0.0805304185406851,0.075932658251092,0.939917726157357,-0.157542612162498,0.169772389662232
"Silver Star Mountain via South Ridge","tot_bear",0.332333057257676,0.404198806802061,0.822201975030622,0.416690949500174,-0.489097748538586,1.15376386305394
"Silver Star Mountain via South Ridge","year_month_sin12_K1",0.071182782670755,0.147613178299626,0.48222512034981,0.632736041819232,-0.228803288431597,0.371168853773107
"Silver Star Mountain via South Ridge","year_month_cos12_K1",0.116424492888726,0.224374698526782,0.518884230945627,0.607202632942787,-0.339559756222144,0.572408741999596
"Silver Star Mountain via South Ridge","year_month_sin12_K2",-0.288528479242579,0.14221665344538,-2.02879530809233,0.0503686136648241,-0.577547492340492,0.000490533855335096
"Silver Star Mountain via South Ridge","year_month_cos12_K2",0.221394435765168,0.131329774637039,1.68579011406243,0.100993864846036,-0.0454997776508882,0.488288649181224
